guwen,title
清溪深不测，隐处唯孤云。松际露微月，清光犹为君。茅亭宿花影，药院滋苔纹。余亦谢时去，西山鸾鹤群。,宿王昌龄隐居
酒未开樽句未裁，寻春问腊到蓬莱。不求大士瓶中露，为乞孀娥槛外梅。入世冷挑红雪去，离尘香割紫云来。槎枒谁惜诗肩瘦，衣上犹沾佛院苔。,访妙玉乞红梅
绿桑高下映平川，赛罢田神笑语喧。林外鸣鸠春雨歇，屋头初日杏花繁。,田家
到处陂塘决决流，垂杨百里罨平畴。行人便觉须眉绿，一路蝉声过许州。,过许州
寒日萧萧上琐窗，梧桐应恨夜来霜。酒阑更喜团茶苦，梦断偏宜瑞脑香。秋已尽，日犹长，仲宣怀远更凄凉。不如随分尊前醉，莫负东篱菊蕊黄。,鹧鸪天·寒日萧萧上琐窗
客心已百念，孤游重千里。江暗雨欲来，浪白风初起。,相送
阳羡溪声冷骇人，洞庭山翠晚凝神。天将金玉为风露，曾为高秋几度贫。,秋
泪荷抛碎璧。正漏云筛雨，斜捎窗隙。林声怨秋色。对小山不迭，寸眉愁碧。凉欺岸帻。暮砧催、银屏翦尺。最无聊、燕去堂空，旧幕暗尘罗额。行客。西园有分，断柳凄花，似曾相识。西风破屐。林下路，水边石。念寒蛩残梦，归鸿心事，那听江村夜笛。看雪飞、苹底芦梢，未如鬓白。,瑞鹤仙·秋感
少读诗书陋汉唐，莫年身世寄农桑。骑驴两脚欲到地，爱酒一樽常在旁。老去形容虽变改，醉来意气尚轩昂。太行王屋何由动，堪笑愚公不自量。,自嘲
非痴非狂谁氏子，去入王屋称道士。白头老母遮门啼，挽断衫袖留不止。翠眉新妇年二十，载送还家哭穿市。或云欲学吹凤笙，所慕灵妃媲萧史。又云时俗轻寻常，力行险怪取贵仕。神仙虽然有传说，知者尽知其妄矣。圣君贤相安可欺，乾死穷山竟何俟。呜呼余心诚岂弟，愿往教诲究终始。罚一劝百政之经，不从而诛未晚耳。谁其友亲能哀怜，写吾此诗持送似。,谁氏子
曾子之妻之市，其子随之而泣。其母曰：“女还，顾反为女杀彘。”妻适市来，曾子欲捕彘杀之。妻止之曰：“特与婴儿戏耳。”曾子曰：“婴儿非与戏也。婴儿非有知也，待父母而学者也，听父母之教。今子欺之，是教子欺也。母欺子，子而不信其母，非所以成教也。”遂烹彘也。（选自《韩非子．外储说左上》）,曾参烹彘
病眼少眠非守岁，老心多感又临春。火销灯尽天明后，便是平头六十人。,除夜
落花落，落花纷漠漠。绿叶青跗映丹萼，与君裴回上金阁。影拂妆阶玳瑁筵，香飘舞馆茱萸幕。落花飞，燎乱入中帷。落花春正满，春人归不归。落花度，氛氲绕高树。落花春已繁，春人春不顾。绮阁青台静且闲，罗袂红巾复往还。盛年不再得，高枝难重攀。试复旦游落花里，暮宿落花间。与君落花院，台上起双鬟。,落花落
山中兰叶径，城外李桃园。岂知人事静，不觉鸟声喧。,春庄
江边踏青罢，回首见旌旗。风起春城暮，高楼鼓角悲。,绝句
松下茅亭五月凉，汀沙云树晚苍苍。行人无限秋风思，隔水青山似故乡。,题稚川山水
日射纱窗风撼扉，香罗拭手春事违。回廊四合掩寂寞，碧鹦鹉对红蔷薇。,日射
仙佛茫茫两未成，只知独夜不平鸣。风蓬飘尽悲歌气，泥絮沾来薄幸名。十有九人堪白眼，百无—用是书生。莫因诗卷愁成谶，春鸟秋虫自作声。,杂感
墨云拖雨过西楼。水东流。晚烟收。柳外残阳，回照动帘钩。今夜巫山真个好，花未落，酒新篘。美人微笑转星眸。月花羞。捧金瓯。歌扇萦风，吹散一春愁。试问江南诸伴侣，谁似我，醉扬州。,江城子
南浦春来绿一川，石桥朱塔两依然。年年送客横塘路，细雨垂杨系画船。,横塘
百金买骏马，千金买美人；万金买高爵，何处买青春？,偶然作
渡水复渡水，看花还看花。春风江上路，不觉到君家。,寻胡隐君
可怜今夕月，向何处，去悠悠？是别有人间，那边才见，光影东头？是天外，空汗漫，但长风浩浩送中秋？飞镜无根谁系？姮娥不嫁谁留？谓经海底问无由，恍惚使人愁。怕万里长鲸，纵横触破，玉殿琼楼。虾蟆故堪浴水，问云何玉兔解沉浮？若道都齐无恙，云何渐渐如钩？,木兰花慢·中秋饮酒
鹫翎金仆姑，燕尾绣蝥弧。独立扬新令，千营共一呼。,和张仆射塞下曲·其一
学向勤中得，萤窗万卷书。三冬今足用，谁笑腹空虚。,勤学
南园春半踏青时，风和闻马嘶。青梅如豆柳如眉，日长蝴蝶飞。花露重，草烟低，人家帘幕垂。秋千慵困解罗衣，画堂双燕归。,阮郎归·南园春半踏青时
士之才德盖一国，则曰国士；女之色盖一国，则曰国色；兰之香盖一国，则曰国香。自古人知贵兰，不待楚之逐臣而后贵之也。兰甚似乎君子，生于深山薄丛之中，不为无人而不芳；雪霜凌厉而见杀，来岁不改其性也。是所谓“遁世无闷，不见是而无闷”者也。兰虽含香体洁，平居与萧艾不殊。清风过之，其香蔼然，在室满室，在堂满堂，所谓含章以时发者也。然兰蕙之才德不同，世罕能别之。予放浪江湖之日久，乃尽知其族。盖兰似君子，蕙似士大夫，大概山林中十蕙而一兰也。《离骚》曰：“予既滋兰之九畹，又树蕙之百亩。”是以知不独今，楚人贱蕙而贵兰久矣。兰蕙丛出，莳以砂石则茂，沃以汤茗则芳，是所同也。至其发花，一干一花而香有余者兰，一干五七花而香不足者蕙。蕙虽不若兰，其视椒则远矣，世论以为国香矣。乃曰“当门不得不锄”，山林之士，所以往而不返者耶！,书幽芳亭记
木兰之枻沙棠舟，玉箫金管坐两头。美酒樽中置千斛，载妓随波任去留。仙人有待乘黄鹤，海客无心随白鸥。屈平辞赋悬日月，楚王台榭空山丘。兴酣落笔摇五岳，诗成笑傲凌沧洲。功名富贵若长在，汉水亦应西北流。,江上吟
明月照高楼，流光正徘徊。上有愁思妇，悲叹有余哀。借问叹者谁，言是宕子妻。君行逾十年，孤妾常独栖。君若清路尘，妾若浊水泥。浮沉各异势，会合何时谐？愿为西南风，长逝入君怀。君怀良不开，贱妾当何依。,七哀
谁作桓伊三弄。惊破绿窗幽梦。新月与愁烟。满江天。欲去又还不去。明日落花飞絮。飞絮送行舟。水东流。,昭君怨·送别
捉得金晶固命基，日魂东畔月华西。于中炼就长生药，服了还同天地齐。莫怪瑶池消息稀，只缘尘事隔天机。若人寻得水中火，有一黄童上太微。混元海底隐生伦，内有黄童玉帝名。白虎神符潜姹女，灵元镇在七元君。三亩丹田无种种，种时须藉赤龙耕。曾将此种教人种，不解铅池道不生。闪灼虎龙神剑飞，好凭身事莫相违。传时须在乾坤力，便透三清入紫微。不用梯媒向外求，还丹只在体中收。莫言大道人难得，自是功夫不到头。饮酒须教一百杯，东浮西泛自梯媒。日精自与月华合，有个明珠走上来。不负三光不负人，不欺神道不欺贫。有人问我修行法，只种心田养此身。时人若拟去瀛洲，先过巍巍十八楼。自有电雷声震动，一池金水向东流。瓶子如金玉子黄，上升下降续神光。三元一会经年净，这个天中日月长。学道须教彻骨贫，囊中只有五三文。有人问我修行法，遥指天边日月轮。我自忘心神自悦，跨水穿云来相谒。不问黄芽肘后方，妙道通微怎生说。肘传丹篆千年术，口诵黄庭两卷经。鹤观古坛松影里，悄无人迹户长扃。独上高峰望八都，黑云散后月还孤。茫茫宇宙人无数，几个男儿是丈夫。天下都游半日功，不须跨凤与乘龙。偶因博戏飞神剑，摧却终南第一峰。朝游北越暮苍梧，袖里青蛇胆气粗。三入岳阳人不识，朗吟飞过洞庭湖。趯倒葫芦掉却琴，倒行直上卧牛岑。水飞石上迸如雪，立地看天坐地吟。吾家本住在天齐，零落白云锁石梯。来往八千消半日，依前归路不曾迷。莲峰道士高且洁，不下莲宫经岁月。星辰夜礼玉簪寒，龙虎晓开金鼎热。东山东畔忽相逢，握手丁宁语似钟。剑术已成君把去，有蛟龙处斩蛟龙。朝泛苍梧暮却还，洞中日月我为天。匣中宝剑时时吼，不遇同人誓不传。偎岩拍手葫芦舞，过岭穿云拄杖飞。来往八千须半日，金州南畔有松扉。养得儿形似我形，我身枯悴子光精。生生世世常如此，争似留神养自身。精养灵根气养神，此真之外更无真。神仙不肯分明说，迷了千千万万人。不事王侯不种田，日高犹自抱琴眠。起来旋点黄金买，不使人间作业钱。天涯海角人求我，行到天涯不见人。忠孝义慈行方便，不须求我自然真。莫道幽人一事无，闲中尽有静工夫。闭门清昼读书罢，扫地焚香到日晡。先生先生貌狞恶，拔剑当空气云错。连喝三回急急去，欻然空里人头落。剑起星奔万里诛，风雷时逐雨声粗。人头携处非人在，何事高吟过五湖。粗眉卓竖语如雷，闻说不平便放杯。仗剑当空千里去，一更别我二更回。先生先生莫外求，道要人传剑要收。今日相逢江海畔，一杯村酒劝君休。庞眉斗竖恶精神，万里腾空一踊身。背上匣中三尺剑，为天且示不平人。,绝句
火山六月应更热，赤亭道口行人绝。知君惯度祁连城，岂能愁见轮台月。脱鞍暂入酒家垆，送君万里西击胡。功名祗向马上取，真是英雄一丈夫。,送李副使赴碛西官军
山石荦确行径微，黄昏到寺蝙蝠飞。升堂坐阶新雨足，芭蕉叶大栀子肥。僧言古壁佛画好，以火来照所见稀。铺床拂席置羹饭，疏粝亦足饱我饥。夜深静卧百虫绝，清月出岭光入扉。天明独去无道路，出入高下穷烟霏。山红涧碧纷烂漫，时见松枥皆十围。当流赤足踏涧石，水声激激风吹衣。人生如此自可乐，岂必局束为人鞿？嗟哉吾党二三子，安得至老不更归。,山石
风驱急雨洒高城，云压轻雷殷地声。雨过不知龙去处，一池草色万蛙鸣。,五月十九日大雨
愁里高歌梁父吟，犹如金玉戛商音。十年勾践亡吴计，七日包胥哭楚心。秋送新鸿哀破国，昼行饥虎齧空林。胸中有誓深于海，肯使神州竟陆沉？,二砺
疏枝横玉瘦，小萼点珠光。一朵忽先变，百花皆后香。欲传春信息，不怕雪埋藏。玉笛休三弄，东君正主张。,梅花
铁瓮古形势，相对立金焦。长江万里东注，晓吹卷惊涛。天际孤云来去，水际孤帆上下，天共水相邀。远岫忽明晦，好景画难描。混隋陈，分宋魏，战孙曹。回头千载陈迹，痴绝倚亭皋。惟有汀边鸥鹭，不管人间兴废，一抹度青霄。安得身飞去，举手谢尘嚣。,水调歌头·焦山
乳鸭池塘水浅深，熟梅天气半阴晴。东园载酒西园醉，摘尽枇杷一树金。,初夏游张园
桂花浮玉，正月满天街，夜凉如洗。风泛须眉并骨寒，人在水晶宫里。蛟龙偃蹇，观阙嵯峨，缥缈笙歌沸。霜华满地，欲跨彩云飞起。记得去年今夕，酾酒溪亭，淡月云来去。千里江山昨梦非，转眼秋光如许。青雀西来，嫦娥报我，道佳期近矣。寄言俦侣，莫负广寒沈醉。,念奴娇·中秋对月
斜髻娇娥夜卧迟，梨花风静鸟栖枝。难将心事和人说，说与青天明月知。,美人对月
主人不相识，偶坐为林泉。莫谩愁沽酒，囊中自有钱。,题袁氏别业 / 偶游主人园
绿树连村暗，黄花出陌稀。远陂春草绿，犹有水禽飞。,独望
幽兰露，如啼眼。无物结同心，烟花不堪剪。草如茵，松如盖。风为裳，水为佩。油壁车，夕相待。冷翠烛，劳光彩。西陵下，风吹雨。,苏小小墓
新月又如眉。长笛谁教月下吹。楼倚暮云初见雁，南飞。漫道行人雁后归。意欲梦佳期。梦里关山路不知。却待短书来破恨，应迟。还是凉生玉枕时。,南乡子·新月又如眉
蜀客到江南，长忆吴山好。吴蜀风流自古同，归去应须早。还与去年人，共藉西湖草。莫惜尊前仔细看，应是容颜老。,卜算子·感旧
昔看黄菊与君别，今听玄蝉我却回。五夜飕飗枕前觉，一年颜状镜中来。马思边草拳毛动，雕眄青云睡眼开。天地肃清堪四望，为君扶病上高台。,始闻秋风
日日深杯酒满，朝朝小圃花开。自歌自舞自开怀，无拘无束无碍。青史几番春梦，黄泉多少奇才。不须计较与安排，领取而今现在。（版本一）日日深杯酒满，朝朝小圃花开。自歌自舞自开怀，且喜无拘无碍。青史几番春梦，红尘多少奇才。不须计较与安排，领取而今现在。（版本二）,西江月·日日深杯酒满
碧水丹山映杖藜，夕阳犹在小桥西。微吟不道惊溪鸟，飞入乱云深处啼。,题画
明朝游上苑，火速报春知。花须连夜发，莫待晓风吹。,腊日宣诏幸上苑 / 催花诗
